"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2023","9,091.72","9,125.32","9,177.71","9,091.72","34.08M","-0.37%"
"04/25/2023","9,125.32","9,187.29","9,189.39","9,089.45","61.31M","-0.67%"
"04/24/2023","9,187.29","9,260.37","9,283.84","9,181.52","51.18M","-0.79%"
"04/21/2023","9,260.41","9,279.19","9,299.73","9,239.22","59.31M","-0.20%"
"04/20/2023","9,279.19","9,291.42","9,307.68","9,278.10","42.91M","-0.13%"
"04/19/2023","9,291.42","9,345.53","9,382.85","9,291.42","38.01M","-0.58%"
"04/18/2023","9,345.53","9,405.90","9,423.85","9,329.75","58.40M","-0.64%"
"04/17/2023","9,405.90","9,415.28","9,460.36","9,389.88","46.07M","-0.10%"
"04/12/2023","9,415.28","9,411.69","9,434.82","9,398.63","40.81M","0.04%"
"04/11/2023","9,411.69","9,322.85","9,421.89","9,303.03","84.30M","0.95%"
"04/10/2023","9,322.85","9,256.90","9,334.52","9,247.73","","0.71%"
"04/06/2023","9,256.90","9,173.97","9,282.84","9,165.97","","0.90%"
"04/04/2023","9,173.97","9,236.93","9,259.57","9,150.92","25.03M","-0.83%"
"04/03/2023","9,250.96","9,301.09","9,343.57","9,222.51","","-0.54%"
"03/31/2023","9,301.09","9,228.46","9,373.89","9,228.46","382.38M","0.79%"
"03/30/2023","9,228.50","9,272.43","9,325.75","9,208.09","","-0.47%"
"03/29/2023","9,272.43","9,233.40","9,337.63","9,233.40","","0.42%"
"03/28/2023","9,233.40","9,285.21","9,298.75","9,178.26","","-0.56%"
"03/27/2023","9,285.21","9,419.35","9,437.43","9,268.91","","-1.42%"
"03/24/2023","9,419.35","9,395.98","9,474.21","9,371.62","","0.27%"
"03/23/2023","9,394.41","9,527.05","9,534.45","9,381.02","164.37M","-1.39%"
"03/22/2023","9,527.05","9,604.43","9,619.06","9,501.39","69.99M","-0.81%"
"03/21/2023","9,604.43","9,699.96","9,796.92","9,586.69","","-0.98%"
"03/20/2023","9,699.96","9,670.42","9,758.05","9,670.42","","0.14%"
"03/17/2023","9,686.15","9,596.55","9,686.98","9,574.56","","0.93%"
"03/16/2023","9,596.55","9,587.79","9,665.24","9,581.18","","0.09%"
"03/15/2023","9,587.79","9,550.70","9,646.49","9,530.67","","0.39%"
"03/14/2023","9,550.70","9,491.04","9,597.02","9,456.30","52.00M","0.63%"
"03/13/2023","9,491.04","9,606.96","9,608.15","9,441.99","238.84M","-1.21%"
"03/10/2023","9,606.96","9,703.48","9,705.99","9,596.75","66.72M","-0.89%"
"03/09/2023","9,693.23","9,647.86","9,728.91","9,605.83","","0.47%"
"03/08/2023","9,647.86","9,642.94","9,773.91","9,638.81","108.11M","0.05%"
"03/07/2023","9,642.94","9,444.92","9,676.01","9,444.92","114.97M","2.10%"
"03/03/2023","9,444.92","9,333.83","9,465.96","9,333.83","78.40M","0.94%"
"03/02/2023","9,356.75","9,222.68","9,359.99","9,222.68","","1.45%"
"03/01/2023","9,222.68","9,188.48","9,273.06","9,182.92","","0.37%"
"02/28/2023","9,188.48","9,198.62","9,217.75","9,150.83","50.37M","-0.11%"
"02/27/2023","9,198.63","9,315.87","9,351.82","9,191.49","","-1.26%"
"02/24/2023","9,315.87","9,255.99","9,356.68","9,255.93","84.10M","0.65%"
"02/23/2023","9,255.99","9,160.25","9,275.64","9,140.06","62.41M","1.05%"
"02/22/2023","9,160.25","9,146.35","9,280.00","9,146.00","","-0.20%"
"02/21/2023","9,179.06","9,082.33","9,181.14","9,013.55","69.48M","1.07%"
"02/20/2023","9,082.33","8,848.36","9,106.90","8,848.06","98.19M","2.64%"
"02/17/2023","8,848.36","8,843.05","8,905.85","8,842.38","93.27M","0.06%"
"02/16/2023","8,843.05","8,628.58","8,890.21","8,628.58","94.29M","2.49%"
"02/15/2023","8,628.58","8,638.92","8,679.64","8,578.24","82.24M","-0.12%"
"02/14/2023","8,638.92","8,790.72","8,800.62","8,634.11","85.62M","-1.73%"
"02/13/2023","8,790.72","8,938.48","8,951.10","8,789.10","51.36M","-1.65%"
"02/10/2023","8,938.48","8,962.37","8,978.86","8,922.74","40.28M","-0.27%"
"02/09/2023","8,962.37","8,987.45","9,004.30","8,956.96","44.55M","-0.28%"
"02/08/2023","8,987.45","8,975.86","9,021.75","8,911.05","43.21M","-0.14%"
"02/07/2023","8,999.75","9,100.14","9,120.07","8,951.57","56.22M","-1.10%"
"02/06/2023","9,100.14","9,178.61","9,195.10","9,083.57","73.87M","-0.85%"
"02/03/2023","9,178.61","9,022.38","9,197.74","9,022.38","106.78M","1.73%"
"02/02/2023","9,022.38","8,950.01","9,077.12","8,946.94","67.06M","0.50%"
"02/01/2023","8,977.09","8,865.05","8,978.08","8,865.05","60.25M","1.26%"
"01/31/2023","8,865.05","8,889.67","8,937.09","8,843.16","77.79M","-0.28%"
"01/30/2023","8,889.67","8,958.79","8,958.88","8,813.96","96.36M","-0.77%"
"01/27/2023","8,958.79","8,926.56","8,998.75","8,904.24","58.11M","0.36%"
"01/26/2023","8,926.56","8,938.06","8,970.83","8,891.13","41.01M","-0.13%"
"01/25/2023","8,938.06","8,902.24","8,972.42","8,836.68","91.73M","0.40%"
"01/24/2023","8,902.24","8,990.79","9,109.97","8,886.16","70.56M","-0.98%"
"01/23/2023","8,990.79","8,718.15","9,025.19","8,718.15","116.25M","3.13%"
"01/20/2023","8,718.15","8,484.92","8,738.16","8,484.92","89.98M","1.86%"
"01/19/2023","8,558.75","8,386.27","8,565.50","8,385.57","98.19M","2.06%"
"01/18/2023","8,386.27","8,376.30","8,455.49","8,351.88","81.94M","0.23%"
"01/17/2023","8,366.93","8,262.58","8,381.11","8,262.58","73.32M","1.26%"
"01/13/2023","8,262.58","8,334.05","8,348.80","8,254.25","80.82M","-0.86%"
"01/12/2023","8,334.05","8,380.87","8,422.30","8,326.17","196.34M","-0.56%"
"01/11/2023","8,380.87","8,367.69","8,409.87","8,360.10","72.05M","0.16%"
"01/10/2023","8,367.69","8,380.60","8,448.34","8,363.39","","-0.16%"
"01/09/2023","8,381.04","8,424.11","8,433.72","8,360.36","127.21M","-0.51%"
"01/05/2023","8,424.11","8,463.93","8,484.47","8,417.44","120.09M","-0.47%"
"01/04/2023","8,463.93","8,511.54","8,514.84","8,457.30","112.04M","-0.56%"
"01/03/2023","8,511.54","8,509.60","8,568.44","8,506.44","156.15M","0.02%"
"01/02/2023","8,509.60","8,489.66","8,559.66","8,489.28","130.89M","0.08%"
"12/30/2022","8,502.49","8,431.97","8,530.02","8,431.92","239.32M","0.91%"
"12/29/2022","8,425.78","8,411.42","8,454.02","8,399.91","124.47M","0.17%"
"12/28/2022","8,411.42","8,452.70","8,488.28","8,404.57","47.99M","-0.49%"
"12/27/2022","8,452.70","8,379.95","8,520.35","8,377.39","","0.87%"
"12/23/2022","8,379.95","8,397.12","8,428.77","8,329.07","57.16M","-0.12%"
"12/22/2022","8,390.03","8,420.26","8,432.44","8,350.73","39.68M","-0.36%"
"12/21/2022","8,420.26","8,508.53","8,546.42","8,410.66","68.44M","-1.04%"
"12/20/2022","8,508.53","8,626.21","8,645.87","8,481.34","70.78M","-1.36%"
"12/19/2022","8,626.21","8,739.50","8,763.04","8,602.40","74.87M","-1.30%"
"12/16/2022","8,739.50","8,813.84","8,829.91","8,735.00","85.43M","-0.84%"
"12/15/2022","8,813.84","8,870.63","8,914.71","8,791.42","72.41M","-0.64%"
"12/14/2022","8,870.63","8,832.14","8,885.22","8,831.84","88.85M","0.44%"
"12/13/2022","8,832.14","8,862.67","8,874.31","8,816.15","60.93M","-0.34%"
"12/12/2022","8,862.67","8,843.90","8,916.45","8,843.80","67.48M","0.13%"
"12/09/2022","8,851.12","8,891.74","8,933.98","8,834.50","66.38M","-0.46%"
"12/08/2022","8,891.74","8,881.34","9,024.67","8,856.62","119.72M","0.12%"
"12/06/2022","8,881.34","8,843.75","8,919.65","8,800.77","149.77M","0.43%"
"12/05/2022","8,843.75","8,769.73","8,866.71","8,769.04","111.29M","0.84%"
"12/02/2022","8,769.73","8,703.79","8,788.81","8,614.68","126.10M","0.76%"
"12/01/2022","8,703.79","8,651.23","8,780.38","8,651.23","176.60M","0.61%"
"11/30/2022","8,651.23","8,375.21","8,675.98","8,375.21","","3.30%"
"11/29/2022","8,375.21","8,309.94","8,431.70","8,309.94","","0.79%"
"11/28/2022","8,309.94","8,148.06","8,358.83","8,148.06","77.15M","1.99%"
"11/25/2022","8,148.06","8,028.14","8,176.77","8,019.90","43.63M","1.49%"
"11/24/2022","8,028.14","8,173.86","8,176.68","8,026.83","32.91M","-1.78%"
"11/23/2022","8,173.86","8,000.44","8,204.15","8,000.44","57.50M","2.17%"
"11/22/2022","8,000.44","7,777.02","8,028.45","7,777.02","44.94M","2.87%"
"11/21/2022","7,777.02","7,817.89","7,866.19","7,693.90","36.09M","-0.52%"
"11/18/2022","7,817.89","8,034.78","8,044.62","7,805.77","49.41M","-2.70%"
"11/17/2022","8,034.78","8,087.04","8,154.63","8,034.78","50.06M","-0.65%"
"11/16/2022","8,087.04","8,291.52","8,291.52","8,065.71","69.47M","-2.46%"
"11/15/2022","8,291.15","8,363.29","8,430.02","8,282.59","61.95M","-0.86%"
"11/14/2022","8,363.29","8,419.06","8,462.61","8,363.29","43.50M","-0.66%"
"11/11/2022","8,419.06","8,322.62","8,480.19","8,322.62","36.57M","1.16%"
"11/10/2022","8,322.62","8,293.50","8,346.86","8,292.37","66.98M","0.35%"
"11/09/2022","8,293.50","8,267.77","8,318.90","8,199.87","39.28M","0.31%"
"11/08/2022","8,267.77","8,491.80","8,544.86","8,225.56","46.50M","-2.64%"
"11/04/2022","8,491.80","8,508.98","8,587.10","8,491.80","28.17M","-0.20%"
"11/03/2022","8,508.98","8,561.96","8,592.52","8,491.14","50.19M","-0.62%"
"11/02/2022","8,561.96","8,605.85","8,688.19","8,547.85","36.36M","-0.51%"
"11/01/2022","8,605.85","8,602.16","8,683.90","8,602.16","33.01M","0.04%"
"10/31/2022","8,602.16","8,728.60","8,731.23","8,594.94","42.82M","-1.45%"
"10/28/2022","8,728.60","8,802.23","8,845.55","8,697.92","41.32M","-0.84%"
"10/27/2022","8,802.23","8,602.97","8,821.96","8,602.93","58.88M","2.32%"
"10/26/2022","8,602.97","8,516.40","8,651.20","8,516.20","56.23M","1.02%"
"10/25/2022","8,516.40","8,685.52","8,725.88","8,505.60","69.18M","-1.95%"
"10/21/2022","8,685.52","8,737.38","8,774.57","8,666.91","52.79M","-0.59%"
"10/20/2022","8,737.38","8,888.37","8,893.45","8,728.49","57.29M","-1.70%"
"10/19/2022","8,888.37","8,866.05","8,988.94","8,864.29","83.15M","0.25%"
"10/18/2022","8,866.05","8,983.74","8,986.89","8,813.23","74.14M","-1.39%"
"10/17/2022","8,990.72","9,093.37","9,157.23","8,977.30","69.65M","-1.13%"
"10/14/2022","9,093.37","9,148.55","9,240.71","9,070.47","117.39M","-0.60%"
"10/13/2022","9,148.55","8,853.27","9,188.78","8,853.27","75.77M","1.88%"
"10/12/2022","8,979.91","8,744.61","8,982.84","8,518.22","","2.69%"
"10/11/2022","8,744.61","9,049.52","9,072.12","8,699.34","91.32M","-3.37%"
"10/07/2022","9,049.52","9,182.23","9,182.23","8,978.08","69.72M","-1.45%"
"10/06/2022","9,182.23","9,319.01","9,367.48","9,131.63","110.94M","-2.00%"
"10/05/2022","9,370.01","9,237.05","9,442.21","9,236.88","102.72M","1.44%"
"10/04/2022","9,237.05","9,649.86","9,649.86","9,179.49","","-4.28%"
"10/03/2022","9,649.86","9,931.07","9,954.22","9,546.50","125.36M","-2.83%"
"09/30/2022","9,931.07","9,951.48","9,976.94","9,920.50","99.37M","-0.21%"
"09/29/2022","9,951.48","9,958.87","10,009.79","9,923.31","214.21M","-0.07%"
"09/28/2022","9,958.87","9,861.62","9,988.62","9,861.62","181.07M","0.99%"
"09/27/2022","9,861.62","9,844.21","9,915.95","9,765.67","118.46M","-0.13%"
"09/26/2022","9,874.19","9,964.80","9,987.30","9,827.22","121.41M","-0.91%"
"09/23/2022","9,964.80","10,001.19","10,010.43","9,951.82","150.23M","-0.36%"
"09/22/2022","10,001.19","9,913.22","10,047.75","9,913.19","147.03M","0.89%"
"09/21/2022","9,913.22","9,901.13","9,957.86","9,875.44","112.60M","0.12%"
"09/20/2022","9,901.13","10,025.40","10,096.11","9,895.43","124.11M","-1.24%"
"09/19/2022","10,025.40","10,061.09","10,155.63","9,993.58","103.33M","-0.77%"
"09/16/2022","10,102.70","10,072.38","10,150.37","10,017.72","135.92M","0.44%"
"09/15/2022","10,058.39","9,914.12","10,176.54","9,914.12","188.98M","1.46%"
"09/14/2022","9,914.12","9,749.24","9,944.39","9,749.09","158.85M","1.69%"
"09/13/2022","9,749.09","9,813.78","9,856.75","9,698.75","152.21M","-0.65%"
"09/12/2022","9,813.18","9,704.89","9,852.04","9,704.21","216.54M","1.12%"
"09/09/2022","9,704.21","9,599.06","9,752.79","9,599.06","173.25M","1.09%"
"09/08/2022","9,599.32","9,447.43","9,640.00","9,447.28","292.38M","1.61%"
"09/07/2022","9,447.27","9,330.04","9,480.41","9,330.04","276.53M","1.25%"
"09/06/2022","9,330.33","9,366.43","9,412.63","9,326.81","129.24M","-0.38%"
"09/05/2022","9,366.39","9,316.48","9,407.44","9,313.79","203.40M","0.54%"
"09/02/2022","9,316.45","9,254.87","9,351.82","9,246.98","144.56M","0.67%"
"09/01/2022","9,254.81","9,072.96","9,312.38","9,072.96","151.25M","2.02%"
"08/31/2022","9,071.32","8,865.47","9,096.35","8,865.47","134.83M","2.32%"
"08/30/2022","8,865.40","8,733.25","8,886.35","8,732.58","81.29M","1.52%"
"08/29/2022","8,732.47","8,794.34","8,858.13","8,732.47","51.29M","-0.69%"
"08/26/2022","8,793.39","8,827.95","8,849.57","8,677.78","73.08M","-0.39%"
"08/25/2022","8,828.08","9,010.98","9,029.57","8,789.86","104.15M","-2.03%"
"08/24/2022","9,011.24","9,071.49","9,114.13","8,963.35","115.99M","-0.66%"
"08/23/2022","9,071.53","9,088.11","9,183.89","9,048.43","154.44M","-0.18%"
"08/22/2022","9,087.59","8,975.90","9,126.08","8,975.90","130.10M","1.25%"
"08/19/2022","8,975.75","8,910.94","9,020.53","8,910.94","145.39M","0.73%"
"08/18/2022","8,910.57","8,907.09","9,012.89","8,882.75","","0.04%"
"08/17/2022","8,907.35","9,087.36","9,133.29","8,854.76","8.85K","-1.97%"
"08/16/2022","9,086.24","9,192.42","9,284.11","9,025.20","9.03K","-1.15%"
"08/15/2022","9,191.52","9,027.51","9,264.39","9,191.52","9.03K","1.82%"
"08/12/2022","9,027.48","8,707.10","9,077.27","9,027.48","8.71K","3.69%"
"08/10/2022","8,706.17","8,500.78","8,767.61","8,499.62","8.50K","2.43%"
"08/09/2022","8,500.00","8,423.32","8,554.78","8,500.00","8.42K","0.91%"
"08/08/2022","8,422.97","8,332.78","8,481.17","8,311.70","85.62M","1.08%"
"08/05/2022","8,333.37","8,229.55","8,363.85","8,228.19","101.94M","1.27%"
"08/04/2022","8,229.14","8,080.74","8,286.40","8,080.74","150.16M","1.84%"
"08/03/2022","8,080.14","7,908.23","8,125.03","7,908.23","7.91K","2.18%"
"08/02/2022","7,907.52","7,769.52","7,949.84","7,907.52","7.77K","1.79%"
"08/01/2022","7,768.57","7,732.63","7,829.80","7,728.26","7.73K","0.48%"
"07/29/2022","7,731.15","7,679.71","7,758.94","7,679.71","65.03M","0.67%"
"07/28/2022","7,679.64","7,626.93","7,703.02","7,626.93","56.07M","0.69%"
"07/27/2022","7,626.69","7,629.75","7,689.05","7,626.69","54.26M","-0.05%"
"07/26/2022","7,630.17","7,639.04","7,662.86","7,623.77","37.30M","-0.12%"
"07/25/2022","7,639.42","7,722.56","7,762.06","7,639.42","46.31M","-1.07%"
"07/22/2022","7,721.78","7,735.42","7,769.85","7,700.78","52.80M","-0.19%"
"07/21/2022","7,736.37","7,712.75","7,829.49","7,680.91","71.13M","0.31%"
"07/20/2022","7,712.08","7,644.56","7,775.12","7,640.68","82.72M","0.89%"
"07/19/2022","7,644.12","7,537.05","7,675.59","7,537.05","66.78M","1.43%"
"07/18/2022","7,536.61","7,467.85","7,553.78","7,467.75","64.99M","0.92%"
"07/15/2022","7,467.82","7,319.32","7,503.95","7,319.32","66.46M","2.04%"
"07/14/2022","7,318.24","7,365.33","7,365.33","7,260.17","44.52M","-0.64%"
"07/12/2022","7,365.67","7,304.03","7,463.77","7,365.67","56.88M","0.87%"
"07/11/2022","7,302.15","7,080.98","7,378.00","7,080.98","52.92M","3.13%"
"07/08/2022","7,080.69","7,057.48","7,141.74","7,057.48","","0.32%"
"07/07/2022","7,057.86","7,117.42","7,131.65","7,055.28","42.87M","-0.84%"
"07/06/2022","7,117.35","7,238.98","7,257.50","7,090.92","51.47M","-1.67%"
"07/05/2022","7,238.59","7,359.40","7,373.60","7,235.20","52.56M","-1.64%"
"07/04/2022","7,359.55","7,458.43","7,496.85","7,357.82","109.77M","-1.31%"
"07/01/2022","7,457.48","7,344.92","7,457.48","7,320.24","35.53M","1.57%"
"06/30/2022","7,342.33","7,364.96","7,392.37","7,336.46","115.87M","-0.32%"
"06/29/2022","7,365.92","7,312.64","7,388.62","7,309.11","34.69M","0.73%"
"06/28/2022","7,312.66","7,451.80","7,451.80","7,308.91","43.85M","-1.87%"
"06/27/2022","7,451.91","7,650.93","7,650.93","7,429.18","56.18M","-2.60%"
"06/24/2022","7,651.19","7,556.12","7,694.64","7,556.12","44.70M","1.26%"
"06/23/2022","7,556.09","7,512.54","7,616.68","7,512.54","43.74M","0.58%"
"06/22/2022","7,512.15","7,502.46","7,580.36","7,493.24","37.49M","1.17%"
"06/21/2022","7,425.27","7,425.27","7,425.27","7,425.27","30.85M","0.01%"
"06/20/2022","7,424.56","7,472.32","7,478.75","7,354.40","38.60M","-0.64%"
"06/17/2022","7,472.39","7,704.58","7,706.26","7,455.63","62.60M","-3.02%"
"06/16/2022","7,705.27","7,770.87","7,810.05","7,683.37","41.73M","-0.86%"
"06/15/2022","7,772.08","7,890.57","7,890.57","7,752.96","50.65M","-1.48%"
"06/13/2022","7,888.69","7,899.01","7,930.68","7,842.09","43.13M","-0.13%"
"06/10/2022","7,898.79","7,881.52","7,962.22","7,877.43","60.22M","0.22%"
"06/09/2022","7,881.13","7,773.84","7,912.12","7,773.84","46.93M","1.40%"
"06/08/2022","7,772.69","7,631.88","7,821.41","7,630.75","45.74M","1.86%"
"06/07/2022","7,631.13","7,803.01","7,804.88","7,560.33","95.82M","-2.21%"
"06/06/2022","7,803.61","8,054.68","8,058.35","7,752.93","73.16M","-3.12%"
"06/03/2022","8,054.77","8,099.41","8,137.64","8,054.29","80.73M","-0.55%"
"06/02/2022","8,099.51","8,064.76","8,154.24","8,064.76","69.73M","0.43%"
"06/01/2022","8,064.69","8,108.76","8,154.18","7,997.55","77.27M","-0.54%"
"05/31/2022","8,108.09","8,230.70","8,251.99","8,070.10","105.31M","-1.50%"
"05/30/2022","8,231.33","8,315.63","8,383.68","8,231.33","133.98M","-1.01%"
"05/27/2022","8,315.55","8,323.20","8,392.71","8,290.96","103.24M","-0.05%"
"05/26/2022","8,319.58","8,369.29","8,380.06","8,285.17","103.76M","-0.60%"
"05/25/2022","8,370.16","8,392.73","8,446.52","8,341.21","72.15M","-0.28%"
"05/24/2022","8,393.47","8,474.86","8,579.81","8,368.82","307.99M","-0.96%"
"05/23/2022","8,474.49","8,267.65","8,515.22","8,267.65","153.29M","2.53%"
"05/20/2022","8,265.61","8,174.05","8,347.28","8,172.50","65.13M","1.12%"
"05/19/2022","8,173.86","8,416.36","8,484.88","8,154.75","69.20M","-2.89%"
"05/18/2022","8,417.21","8,460.06","8,749.15","8,350.42","268.04M","-0.48%"
"05/17/2022","8,457.65","8,098.25","8,501.47","8,098.25","177.85M","4.44%"
"05/13/2022","8,098.41","7,754.99","8,180.47","7,754.99","117.46M","4.43%"
"05/12/2022","7,754.62","7,516.66","7,777.13","7,479.65","59.34M","3.17%"
"05/09/2022","7,516.63","7,426.45","7,588.77","7,426.45","47.69M","1.20%"
"05/06/2022","7,427.48","7,566.34","7,577.03","7,422.57","40.79M","-1.85%"
"05/05/2022","7,567.55","7,600.46","7,654.05","7,484.47","73.99M","-0.40%"
"05/04/2022","7,598.04","7,628.76","7,681.86","7,494.09","46.89M","-0.34%"
"04/29/2022","7,624.26","7,613.85","7,811.65","7,565.45","120.50M","0.17%"
"04/28/2022","7,611.43","7,281.00","7,714.38","7,152.36","140.22M","4.55%"
"04/27/2022","7,280.52","6,904.67","7,408.73","6,724.39","144.75M","5.43%"
"04/26/2022","6,905.37","7,511.82","7,511.82","6,884.01","91.78M","-8.10%"
"04/25/2022","7,513.85","8,135.19","8,135.19","7,354.64","30.22M","-7.64%"
"04/08/2022","8,135.25","8,251.63","8,271.70","8,069.57","58.45M","-1.39%"
"04/07/2022","8,249.70","8,579.73","8,580.93","8,248.17","72.60M","-3.86%"
"04/06/2022","8,580.93","8,738.11","8,836.18","8,542.54","69.99M","-1.80%"
"04/05/2022","8,738.08","8,246.01","8,792.52","8,246.01","61.84M","5.99%"
"04/04/2022","8,244.55","8,469.00","8,637.96","7,986.01","98.26M","-2.68%"
"04/01/2022","8,471.43","8,902.96","8,902.96","8,337.13","25.51M","-4.86%"
"03/31/2022","8,903.87","9,293.87","9,314.36","8,832.03","110.82M","-4.21%"
"03/30/2022","9,294.89","9,647.18","9,655.03","8,921.77","164.84M","-3.66%"
"03/29/2022","9,647.55","10,143.51","10,167.68","9,629.90","265.21M","-4.88%"
"03/28/2022","10,142.29","10,456.54","10,469.37","10,142.29","97.05M","-2.99%"
"03/25/2022","10,455.32","10,451.67","10,591.58","10,451.67","95.33M","0.03%"
"03/24/2022","10,451.71","10,456.69","10,497.41","10,416.87","50.90M","-0.06%"
"03/23/2022","10,457.81","10,491.56","10,573.13","10,417.87","88.35M","-0.31%"
"03/22/2022","10,490.74","10,423.31","10,587.29","10,380.36","55.14M","0.66%"
"03/21/2022","10,421.74","10,354.02","10,505.00","10,354.00","51.65M","0.66%"
"03/18/2022","10,353.83","10,222.82","10,413.83","10,222.82","72.28M","1.28%"
"03/16/2022","10,222.55","10,284.25","10,308.86","10,054.21","117.34M","-0.60%"
"03/15/2022","10,284.30","10,566.33","10,608.94","10,284.30","90.12M","-2.66%"
"03/14/2022","10,565.26","10,677.85","10,732.19","10,549.41","51.35M","-1.05%"
"03/11/2022","10,677.46","10,857.51","10,991.42","10,649.01","143.15M","-1.65%"
"03/10/2022","10,856.07","10,164.34","10,939.74","10,856.07","121.88M","6.81%"
"03/09/2022","10,163.72","10,523.23","10,626.36","10,143.73","137.99M","-3.41%"
"03/08/2022","10,523.03","10,960.46","11,146.16","10,441.32","305.45M","-3.99%"
"03/07/2022","10,960.49","11,244.16","11,347.05","10,904.49","102.88M","-2.52%"
"03/04/2022","11,243.49","11,162.47","11,273.72","11,047.25","77.65M","0.72%"
"03/03/2022","11,162.66","11,405.10","11,434.78","11,141.94","73.04M","-2.14%"
"03/02/2022","11,406.34","11,579.47","11,628.80","11,332.23","132.80M","-1.48%"
"02/28/2022","11,577.94","11,108.74","11,622.85","11,091.57","212.28M","4.23%"
"02/25/2022","11,107.90","10,656.98","11,139.32","10,609.58","165.42M","4.23%"
"02/24/2022","10,657.05","11,216.90","11,247.72","10,656.18","164.00M","-5.00%"
"02/23/2022","11,217.76","11,594.21","11,620.44","10,787.68","188.54M","-3.23%"
"02/22/2022","11,592.30","11,591.44","11,744.55","11,506.60","103.51M","0.01%"
"02/21/2022","11,591.37","12,133.97","12,161.98","11,587.65","221.82M","-4.47%"
"02/18/2022","12,134.04","12,352.35","12,367.54","12,118.32","219.86M","-1.77%"
"02/17/2022","12,352.38","12,364.42","12,439.72","12,262.80","133.16M","-0.10%"
"02/15/2022","12,364.80","12,473.21","12,580.65","12,357.57","108.10M","-0.85%"
"02/14/2022","12,470.81","12,460.76","12,590.80","12,390.60","72.96M","0.09%"
"02/11/2022","12,459.80","12,208.42","12,492.09","12,208.42","95.15M","2.07%"
"02/10/2022","12,207.46","12,082.93","12,318.47","11,927.12","130.64M","1.04%"
"02/09/2022","12,081.69","12,386.10","12,473.68","12,027.16","207.18M","-2.43%"
"02/08/2022","12,382.47","12,631.76","12,653.90","12,287.93","188.11M","-1.97%"
"02/07/2022","12,631.69","12,764.32","12,871.37","12,618.00","193.15M","-1.03%"
"02/03/2022","12,762.60","12,584.12","12,804.04","12,314.65","182.81M","1.42%"
"02/02/2022","12,584.02","12,923.94","12,976.33","12,499.37","262.39M","-2.62%"
"02/01/2022","12,922.12","13,014.39","13,095.62","12,885.82","399.81M","-0.67%"
"01/31/2022","13,009.50","12,863.24","13,049.55","13,009.50","317.25M","1.14%"
"01/28/2022","12,863.14","12,887.24","12,981.89","12,601.79","239.46M","-0.18%"
"01/27/2022","12,885.70","13,067.57","13,217.03","12,652.53","232.83M","-1.38%"
"01/26/2022","13,065.75","13,210.14","13,219.47","13,037.48","160.34M","-1.09%"
"01/25/2022","13,210.17","13,384.40","13,430.84","13,151.86","151.79M","-1.30%"
"01/24/2022","13,384.11","13,371.90","13,466.96","13,232.49","207.20M","0.09%"
"01/21/2022","13,371.61","13,361.77","13,429.39","13,329.99","154.93M","0.08%"
"01/20/2022","13,361.17","13,463.64","13,519.57","13,361.17","255.64M","-0.75%"
"01/19/2022","13,462.39","13,457.62","13,538.97","13,338.90","205.86M","0.04%"
"01/18/2022","13,457.20","13,338.07","13,593.04","13,338.07","256.71M","0.89%"
"01/13/2022","13,338.49","13,125.37","13,373.90","13,077.63","252.60M","1.64%"
"01/12/2022","13,122.95","13,083.41","13,226.43","13,063.24","317.31M","0.33%"
"01/11/2022","13,079.65","13,116.82","13,154.05","12,922.21","357.49M","-0.29%"
"01/10/2022","13,117.07","13,282.74","13,460.75","13,054.88","362.63M","-1.23%"
"01/07/2022","13,280.94","13,169.45","13,315.54","13,167.47","622.30M","0.85%"
"01/06/2022","13,169.40","13,076.99","13,242.70","13,049.80","418.98M","0.71%"
"01/05/2022","13,076.91","12,800.48","13,255.41","12,799.10","951.66M","2.16%"
"01/04/2022","12,800.54","12,626.57","12,844.30","12,578.29","806.37M","1.38%"
"01/03/2022","12,625.82","12,225.17","12,647.59","12,225.17","773.93M","3.27%"
"12/31/2021","12,226.01","12,019.74","12,238.75","12,019.74","858.01M","1.72%"
"12/30/2021","12,019.75","11,915.18","12,055.18","11,911.82","509.46M","0.88%"
"12/29/2021","11,915.18","11,907.70","12,016.12","11,895.90","809.41M","0.06%"
"12/28/2021","11,907.70","12,008.49","12,042.08","11,889.34","317.41M","-0.84%"
"12/27/2021","12,008.49","12,070.68","12,219.25","11,981.68","635.17M","-0.52%"
"12/24/2021","12,070.68","11,951.23","12,070.68","11,951.23","175.52M","1.00%"
"12/23/2021","11,951.23","11,814.37","12,049.59","11,814.37","204.24M","1.16%"
"12/22/2021","11,814.37","11,640.91","11,826.96","11,640.91","156.59M","1.49%"
"12/21/2021","11,640.91","11,650.10","11,712.77","11,454.14","181.53M","-0.08%"
"12/20/2021","11,650.10","11,753.54","11,831.85","11,622.78","239.87M","-0.88%"
"12/17/2021","11,753.44","11,678.65","11,830.74","11,609.80","314.09M","0.64%"
"12/16/2021","11,678.65","11,754.46","11,801.89","11,631.28","234.22M","-0.64%"
"12/15/2021","11,754.46","11,796.88","11,871.72","11,657.34","302.46M","-0.36%"
"12/14/2021","11,796.88","11,662.38","11,847.78","11,662.28","533.74M","1.15%"
"12/13/2021","11,662.38","11,393.48","11,711.65","11,393.46","909.21M","2.36%"
"12/10/2021","11,393.48","11,178.43","11,465.11","11,178.43","358.98M","1.92%"
